geoshape_city_id,名称,郡,出典
09D0050046,関沢村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050047,関白村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050048,関堀村,河内郡,明治19年便覧 (1886)
09D0050049,岩原村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050050,岩曾村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050051,岩本村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050052,逆面村/逆連村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050053,宮山田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050054,宮島町,河内郡,明治19年便覧 (1886)
09D0050055,境町,河内郡,明治19年便覧 (1886)
09D0050056,橋本村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050057,曲師町,河内郡,明治19年便覧 (1886)
09D0050058,芹沼新田,河内郡,明治19年便覧 (1886)
09D0050059,芹沼村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050060,金田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050061,駒生村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050062,沓掛村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050063,栗原村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050064,桑島新田,河内郡,明治19年便覧 (1886)
09D0050065,欠之下村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050066,剣宮町,河内郡,明治19年便覧 (1886)
09D0050067,絹板村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050068,元石町,河内郡,明治19年便覧 (1886)
09D0050069,原宿村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050070,古賀志村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050071,古田村,河内郡,明治19年便覧 (1886)
09D0050072,戸祭村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050073,五分一村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050074,御田長島村/御田長嶋村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050075,御田茂原村/三田茂原村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050076,広表新田村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050077,江黒新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050078,江曾島村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050079,江野町,河内郡,明治19年便覧 (1886)
09D0050080,荒針村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050081,高柴新田,河内郡,天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050082,高松村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050083,高野林新田/高谷林新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050084,轟村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050085,今小路町,河内郡,明治19年便覧 (1886)
09D0050086,今泉新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050087,今泉村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050088,今里村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050089,根室村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050090,佐下部村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050091,砂田村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050092,細谷新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050093,材木町,河内郡,明治19年便覧 (1886)
09D0050094,坂之上村/坂ノ上村/坂上村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050095,鷺谷村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050096,三王山村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050097,三間在家村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050098,三村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050099,三本木村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050100,三條町,河内郡,明治19年便覧 (1886)
09D0050101,山口村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050102,山崎新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050103,山本村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050104,四條町,河内郡,明治19年便覧 (1886)
09D0050105,寺町,河内郡,明治19年便覧 (1886)
09D0050106,篠原村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050107,寿町,河内郡,明治19年便覧 (1886)
09D0050108,舟戸村/船戸村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050109,宿郷村/宿之郷村/宿之江村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050110,小原新田村/小原新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050111,小糠内村,河内郡,元禄郷帳 (1696)
09D0050112,小作村,河内郡,慶安郷帳 (1648)
09D0050113,小袋町,河内郡,明治19年便覧 (1886)
09D0050114,小池村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050115,小伝馬町,河内郡,明治19年便覧 (1886)
09D0050116,小田町,河内郡,明治19年便覧 (1886)
09D0050117,小幡町,河内郡,明治19年便覧 (1886)
09D0050118,小百村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050119,小門町,河内郡,明治19年便覧 (1886)
09D0050120,小里村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050121,小林村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050122,松田新田村/松田新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050123,松峯町,河内郡,明治19年便覧 (1886)
09D0050124,鞘堂新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050125,上越戸新田村/上越戸新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050126,上横倉村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050127,上横田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050128,上岡本村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050129,上河原町,河内郡,明治19年便覧 (1886)
09D0050130,上蒲生村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050131,上吉田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050132,上吉田大学新田,河内郡,慶安郷帳 (1648)
09D0050133,上郷四ヶ村新田,河内郡,天保郷帳 (1834)
09D0050134,上郷村,河内郡,天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050135,上金井村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050136,上桑島村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050137,上欠下村,河内郡,明治19年便覧 (1886)
09D0050138,上御田村/上三田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050139,上三川下町,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050140,上三川大町村,河内郡,元禄郷帳 (1696)
09D0050141,上三川中町,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050142,上小倉村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050143,上小池村,河内郡,明治19年便覧 (1886)
09D0050144,上神主村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050145,上川島村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050146,上川俣村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050147,上台新田村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050148,上坪山村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050149,上田原村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050150,上田村,河内郡,明治19年便覧 (1886)
09D0050151,上砥上村,河内郡,明治19年便覧 (1886)
09D0050152,上徳次郎村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050153,上文挟村/上文捽村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050154,上平出村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050155,上落合村,河内郡,元禄郷帳 (1696)
09D0050156,新宿町,河内郡,明治19年便覧 (1886)
09D0050157,新石町,河内郡,明治19年便覧 (1886)
09D0050158,新里村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050159,森友村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050160,針ヶ谷村/針谷村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050161,針貝村,河内郡,天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050162,仁良川村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050163,仁良塚新田/二郎塚新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050164,水無村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050165,杉原町,河内郡,明治19年便覧 (1886)
09D0050166,成田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050167,清住町,河内郡,明治19年便覧 (1886)
09D0050168,清水町,河内郡,明治19年便覧 (1886)
09D0050169,西岡新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050170,西汗村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050171,西刑部村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050172,西原村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050173,西川田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050174,西大寛町,河内郡,明治19年便覧 (1886)
09D0050175,西木代村/西木ノ代村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050176,西蓼沼村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050177,石井村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050178,石町,河内郡,明治19年便覧 (1886)
09D0050179,石田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050180,石那田村/石名田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050181,千手町,河内郡,明治19年便覧 (1886)
09D0050182,川原谷村/瓦谷村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050183,川向/川向町,河内郡,明治19年便覧 (1886)
09D0050184,川室新田,河内郡,天保郷帳 (1834)
09D0050185,川室村,河内郡,明治19年便覧 (1886)
09D0050186,川中子村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050187,扇町,河内郡,明治19年便覧 (1886)
09D0050188,泉町,河内郡,明治19年便覧 (1886)
09D0050189,倉ヶ崎新田,河内郡,明治19年便覧 (1886)
09D0050190,倉ヶ崎村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050191,相生町,河内郡,明治19年便覧 (1886)
09D0050192,相野沢新田村/相野沢新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050193,足次新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050194,台新田/台新田村,河内郡,明治19年便覧 (1886)
09D0050195,大寛町,河内郡,明治19年便覧 (1886)
09D0050196,大桑村/大枽村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050197,大工町,河内郡,明治19年便覧 (1886)
09D0050198,大黒町,河内郡,明治19年便覧 (1886)
09D0050199,大山村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050200,大室村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050201,大曾村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050202,大町,河内郡,明治19年便覧 (1886)
09D0050203,大町村,河内郡,天保郷帳 (1834)
09D0050204,大塚新田村/大塚新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050205,大渡村/大渡り村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050206,大網村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050207,沢又村/沢俣村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050208,谷地賀村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050209,鍛冶内村,河内郡,元禄郷帳 (1696)
09D0050210,池上町,河内郡,明治19年便覧 (1886)
09D0050211,竹林村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050212,中岡本村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050213,中河原/中河原町,河内郡,明治19年便覧 (1886)
09D0050214,中丸新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050215,中丸村,河内郡,元禄郷帳 (1696)
09D0050216,中川島村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050217,中島村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050218,中落合村,河内郡,元禄郷帳 (1696)
09D0050219,中里村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050220,猪倉村/猪ノ倉村/猪之倉村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050221,町谷村/町屋村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050222,町田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050223,長岡村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050224,長峰新田村/長峰新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050225,鶴田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050226,鉄砲町,河内郡,明治19年便覧 (1886)
09D0050227,伝馬町,河内郡,明治19年便覧 (1886)
09D0050228,田下村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050229,田中村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050230,田野村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050231,砥上村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050232,土手下新田村,河内郡,天保郷帳 (1834)
09D0050233,土手新田村,河内郡,元禄郷帳 (1696)
09D0050234,冬室村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050235,東横田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050236,東汗村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050237,東館村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696)
09D0050238,東刑部村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050239,東根村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050240,東川田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050241,東谷村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050242,東木代村/東木ノ代村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050243,東蓼沼村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050244,藤岡新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050245,道場村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696)
09D0050246,徳次郎村/徳次郎宿,河内郡,慶安郷帳 (1648) / 明治19年便覧 (1886)
09D0050247,南新町,河内郡,明治19年便覧 (1886)
09D0050248,二條町,河内郡,明治19年便覧 (1886)
09D0050249,廿六村,河内郡,慶安郷帳 (1648)
09D0050250,日野町,河内郡,明治19年便覧 (1886)
09D0050251,熱木町,河内郡,明治19年便覧 (1886)
09D0050252,馬場町,河内郡,明治19年便覧 (1886)
09D0050253,博労町,河内郡,明治19年便覧 (1886)
09D0050254,白沢村/白沢宿,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050255,薄井沢村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050256,塙田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050257,飯山村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050258,飯田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050259,挽路町,河内郡,明治19年便覧 (1886)
09D0050260,尾上町,河内郡,明治19年便覧 (1886)
09D0050261,福岡村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050262,兵庫塚新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050263,兵庫塚村,河内郡,明治19年便覧 (1886)
09D0050264,平松村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050265,平塚村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050266,別当河原村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050267,宝井村,河内郡,明治19年便覧 (1886)
09D0050268,宝木村,河内郡,明治19年便覧 (1886)
09D0050269,蓬莱町,河内郡,明治19年便覧 (1886)
09D0050270,堀米村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050271,本吉田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050272,本郷町,河内郡,明治19年便覧 (1886)
09D0050273,幕田村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050274,免之内村/免ノ内村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050275,茂原村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050276,茂登町,河内郡,明治19年便覧 (1886)
09D0050277,木川田村,河内郡,慶安郷帳 (1648)
09D0050278,木和田島村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050279,野沢新田,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050280,野沢村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050281,矢野口村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050282,柳原新田村,河内郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0050283,柳田村,河内郡,明治19年便覧 (1886)
09D0050284,立岩新田,河内郡,天保郷帳 (1834)
09D0050285,立伏村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050286,嶺村/峯村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050287,簗瀬村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050288,簗村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0050289,荆沢村/おとろ沢村,河内郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060001,井岡村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060002,下河原田村,寒川郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060003,鏡村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060004,小袋村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060005,上河原田村,寒川郡,元禄郷帳 (1696) / 天保郷帳 (1834)
09D0060006,上生井村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060007,生井新田村/生井新田,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0060008,生駒村,寒川郡,明治19年便覧 (1886)
09D0060009,生良村,寒川郡,明治19年便覧 (1886)
09D0060010,川原田村,寒川郡,慶安郷帳 (1648)
09D0060011,中里村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060012,楢木村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060013,馬場村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834)
09D0060014,迫間田村/廻間田村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0060015,網戸村,寒川郡,慶安郷帳 (1648) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
09D0070001,加園村,上都賀郡,明治19年便覧 (1886)
09D0070002,元村,上都賀郡,明治19年便覧 (1886)
