geoshape_city_id,名称,郡,出典
10B0140024,六郷村,邑楽郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150001,久呂保村,北勢多郡/利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150002,古馬牧村,利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150003,糸之瀬村,北勢多郡/利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150004,沼田町,利根郡,明治19年便覧 (1886) / 市区町村制 (1889) / 町村合併促進法 (1953)
10B0150005,水上村,利根郡,市区町村制 (1889)
10B0150006,赤城根村,北勢多郡/利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150007,川田村,利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150008,池田村,利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150009,東村,利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150010,桃野村,利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150011,薄根村,利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10B0150012,利南村,利根郡,市区町村制 (1889) / 町村合併促進法 (1953)
10C0020001,臼井村,碓氷郡,市区町村制 (1889)
10C0020002,川間村,碓氷郡,市区町村制 (1889)
10C0030001,草津村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886) / 市区町村制 (1889)
10C0040001,本宿村,甘楽郡/北甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886) / 市区町村制 (1889)
10C0050001,高崎町,西群馬郡,市区町村制 (1889)
10C0050002,室田村,西群馬郡,市区町村制 (1889)
10C0060001,大胡村,南勢多郡,市区町村制 (1889)
10C0070001,前橋町,東群馬郡,市区町村制 (1889)
10C0080001,坂牧村,北甘楽郡,市区町村制 (1889)
10C0080002,西野牧村,北甘楽郡,明治19年便覧 (1886) / 市区町村制 (1889)
10C0080003,南野牧村,北甘楽郡,明治19年便覧 (1886) / 市区町村制 (1889)
10C0090001,小泉村,邑楽郡,寛文郷帳 (1668) / 市区町村制 (1889)
10C0100001,湯ノ原村,利根郡,市区町村制 (1889)
10C0100002,久賀村,吾妻郡,市区町村制 (1889)
10D0020001,烏留村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0020002,横川村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020003,下磯部村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020004,下間仁田村/下間荷田村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020005,下後閑村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020006,下秋間村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020007,下増田村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020008,下大島村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020009,下豊岡村,碓氷郡,明治19年便覧 (1886)
10D0020010,下野尻村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0020011,下里見村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020012,岩井村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020013,岩氷村,碓氷郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020014,郷原村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020015,金井淵村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020016,剣崎村/劔崎村/釼崎村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020017,原村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020018,古屋村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020019,五料村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020020,高別当村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020021,高梨子村,碓氷郡,寛文郷帳 (1668) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020022,高梨村,碓氷郡,元禄郷帳 (1696)
10D0020023,国衙村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020024,鷺宮村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020025,若田村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020026,小日向村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020027,小俣村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020028,上磯部村,碓氷郡,寛文郷帳 (1668) / 明治19年便覧 (1886)
10D0020029,上間仁田村/上間荷田村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020030,上後閑村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020031,上秋間村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0020032,上増田村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020033,上大島村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020034,上豊岡村,碓氷郡,明治19年便覧 (1886)
10D0020035,上野尻村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0020036,上里見村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020037,常木村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0020038,新井村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020039,新寺村新田,碓氷郡,天保郷帳 (1834)
10D0020040,新堀村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020041,人見村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020042,水口村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0020043,水堺村,碓氷郡,天保郷帳 (1834)
10D0020044,水沼村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020045,西上磯部村,碓氷郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020046,西上秋間村,碓氷郡,明治19年便覧 (1886)
10D0020047,川浦村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020048,大谷村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020049,大竹村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020050,谷津村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0020051,中後閑村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020052,中秋間村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020053,中宿村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020054,中豊岡村,碓氷郡,明治19年便覧 (1886)
10D0020055,中野谷村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020056,中野殿村,碓氷郡,天保郷帳 (1834)
10D0020057,中里見村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020058,町屋村/町谷村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020059,土塩村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020060,東上磯部村,碓氷郡,元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020061,東上秋間村,碓氷郡,明治19年便覧 (1886)
10D0020062,東野殿村,碓氷郡,天保郷帳 (1834)
10D0020063,藤塚村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020064,峠町,碓氷郡,明治19年便覧 (1886)
10D0020065,二軒在家村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020066,入山村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020067,鼻高村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020068,北野殿村,碓氷郡,天保郷帳 (1834)
10D0020069,野殿村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 明治19年便覧 (1886)
10D0020070,嶺村/峰村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020071,簗瀬村,碓氷郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020072,行田村,碓氷郡/甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020073,八城村,碓氷郡/甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0020074,本郷村,碓氷郡/群馬郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030001,芦生田村/蘆生田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030002,伊勢町,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030003,羽根尾村/羽尾村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030004,猿ヶ京村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030005,奥田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030006,横谷村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030007,横尾村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030008,横壁村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030009,岡崎新田村/岡崎新田,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030010,下沢渡村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030011,鎌原村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030012,勘場木村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030013,干俣村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030014,岩井村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030015,岩下村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030016,蟻川村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030017,郷原村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030018,金井村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030019,古森村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030020,五町田村/五丁田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030021,五反田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030022,厚田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030023,今井村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030024,三島村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030025,山田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030026,四万村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030027,市城村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030028,師田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030029,狩宿村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030030,小雨村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030031,小宿村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030032,小泉村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030033,松尾村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030034,上沢渡村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030035,植栗村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030036,新井村/荒井村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030037,新巻村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030038,須賀尾村/須加尾村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030039,須川村/須川町,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030040,吹路村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030041,生須村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030042,西窪村/西久保村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030043,西中之条村/西中条村/西中之條村/西中野条村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030044,青山村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030045,赤羽根村/赤羽村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030046,赤岩村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030047,赤坂村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030048,折田村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030049,川原湯村/河原湯村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030050,川原畑村/河原畑村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030051,川戸村/河戸村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030052,泉沢村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030053,前口村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030054,袋倉村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030055,大戸村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030056,大笹村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030057,大前村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030058,大塚村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030059,大柏木村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030060,中居村/中井村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030061,長井村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030062,長野原村/長之原町/長野原町,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030063,坪井村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030064,田代村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030065,湯宿村/湯之宿村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030066,日影村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030067,入山村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030068,入須川村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030069,箱島村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030070,布施村/布施町,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030071,平村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030072,門貝村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030073,矢倉村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030074,与喜屋村/与木屋村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0030075,立石村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0030076,林村,我妻郡/吾妻郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834) / 明治19年便覧 (1886)
10D0040001,芦野平村,甘楽郡,天保郷帳 (1834)
10D0040002,芋萱村,甘楽郡,寛文郷帳 (1668)
10D0040003,奥平村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040004,横間村,甘楽郡,寛文郷帳 (1668)
10D0040005,恩賀村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040006,下舟子村,甘楽郡,寛文郷帳 (1668)
10D0040007,柿平村,甘楽郡,寛文郷帳 (1668)
10D0040008,萱蕪村,甘楽郡,寛文郷帳 (1668)
10D0040009,萱野平村,甘楽郡,元禄郷帳 (1696)
10D0040010,勧能村,甘楽郡,寛文郷帳 (1668)
10D0040011,吉野平村,甘楽郡,寛文郷帳 (1668)
10D0040012,宮畑村,甘楽郡,寛文郷帳 (1668)
10D0040013,橋蔵村,甘楽郡,寛文郷帳 (1668)
10D0040014,琴辻村,甘楽郡,寛文郷帳 (1668)
10D0040015,桑本村,甘楽郡,寛文郷帳 (1668)
10D0040016,犬塚村,甘楽郡,寛文郷帳 (1668)
10D0040017,犬目村,甘楽郡,寛文郷帳 (1668)
10D0040018,向屋村,甘楽郡,寛文郷帳 (1668)
10D0040019,高浦村,甘楽郡,寛文郷帳 (1668)
10D0040020,高塩村,甘楽郡,寛文郷帳 (1668)
10D0040021,高尾村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040022,高梨子村,甘楽郡,寛文郷帳 (1668)
10D0040023,黒滝村,甘楽郡,寛文郷帳 (1668)
10D0040024,今里村,甘楽郡,寛文郷帳 (1668)
10D0040025,根小屋村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040026,左京村,甘楽郡,寛文郷帳 (1668)
10D0040027,左京分村,甘楽郡,元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040028,坂井村,甘楽郡,寛文郷帳 (1668)
10D0040029,坂詰村/坂爪村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040030,笹村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040031,三瀬村/三ッ瀬村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040032,山室村,甘楽郡,寛文郷帳 (1668)
10D0040033,山中村,甘楽郡,寛文郷帳 (1668)
10D0040034,市野萱村/市之萱村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040035,持蔵村,甘楽郡,寛文郷帳 (1668)
10D0040036,七久保村,甘楽郡,寛文郷帳 (1668)
10D0040037,漆萱村/漆谷村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040038,十二村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040039,諸松村,甘楽郡,寛文郷帳 (1668)
10D0040040,小塩沢村,甘楽郡,寛文郷帳 (1668)
10D0040041,小春村,甘楽郡,寛文郷帳 (1668)
10D0040042,小柏村,甘楽郡,寛文郷帳 (1668)
10D0040043,沼村,甘楽郡,寛文郷帳 (1668)
10D0040044,上舟子村,甘楽郡,寛文郷帳 (1668)
10D0040045,森平村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040046,青梨子村,甘楽郡,元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040047,多井戸村/多井土村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040048,大久保村,甘楽郡,寛文郷帳 (1668)
10D0040049,大栗村,甘楽郡,寛文郷帳 (1668)
10D0040050,大内平村,甘楽郡,寛文郷帳 (1668)
10D0040051,大平村,甘楽郡,寛文郷帳 (1668) / 元禄郷帳 (1696) / 天保郷帳 (1834)
10D0040052,竹入村,甘楽郡,寛文郷帳 (1668)
10D0040053,中平村,甘楽郡,寛文郷帳 (1668)
10D0040054,中野村,甘楽郡,寛文郷帳 (1668)
10D0040055,底瀬村,甘楽郡,寛文郷帳 (1668)
10D0040056,土屋村,甘楽郡,寛文郷帳 (1668)
10D0040057,東西村,甘楽郡,寛文郷帳 (1668)
